,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,file,label
0,0.16651894994513378,0.49662361779353426,0.25184856925804,0.04617624715117751,0.038334599476660756,0.00046847303114712585,2.9543344306575504e-05,0.0,0.0761036549337385,0.12327593483582341,0.1326285135477336,0.38693340086097744,0.27903688697560564,0.00200050645733097,2.1102388790411075e-05,0.0,0.12537351228159027,0.12822655524605386,0.22252891027264288,0.39671646830421203,0.12530598463746095,0.0018443487802819278,4.220477758082215e-06,0.0,terraces_0.jpg,terraces
1,0.4789506172839506,0.2152662037037037,0.10654128086419754,0.15910493827160493,0.021736111111111112,0.013564814814814814,0.004836033950617284,0.0,0.0027372685185185187,0.0649903549382716,0.16118248456790124,0.35671875,0.24146219135802469,0.15041859567901233,0.022490354938271603,0.0,0.0655613425925926,0.1480690586419753,0.2079610339506173,0.2670293209876543,0.15329668209876543,0.12102623456790124,0.03705632716049383,0.0,terraces_1.jpg,terraces
2,0.295,0.10978333333333333,0.17648333333333333,0.1679375,0.11555416666666667,0.0601875,0.07505416666666667,0.0,0.0462875,0.13809166666666667,0.26067083333333335,0.2527625,0.17202083333333335,0.06087083333333333,0.06929583333333333,0.0,0.029329166666666667,0.1616,0.25964166666666666,0.21585416666666668,0.14017916666666666,0.099275,0.09412083333333333,0.0,terraces_10.jpg,terraces
3,0.3617282443576389,0.22804768880208334,0.10304090711805555,0.0702243381076389,0.05535888671875,0.08232286241319445,0.0992770724826389,0.0,0.040825737847222224,0.1216701931423611,0.20709228515625,0.2838202582465278,0.1832343207465278,0.0907931857638889,0.07256401909722222,0.0,0.07060411241319445,0.1114501953125,0.18751356336805555,0.2527330186631944,0.2063327365451389,0.1051296657986111,0.06623670789930555,0.0,terraces_100.jpg,terraces
4,0.4083405883431085,0.23005635997067447,0.15985268511730205,0.11731350806451613,0.06920133797653959,0.014450833944281524,0.0007846865835777126,0.0,0.004679481304985337,0.020086831011730207,0.09283930535190615,0.14850050403225806,0.20636111620234604,0.3194934475806452,0.20803931451612903,0.0,0.022246151026392963,0.05913787573313783,0.13482290139296188,0.16388494318181818,0.14901026392961877,0.17325536107038123,0.2976425036656892,0.0,terraces_101.jpg,terraces
5,0.276055908203125,0.132611083984375,0.082427978515625,0.07337646484375,0.117730712890625,0.1240234375,0.1937744140625,0.0,0.015509033203125,0.09991455078125,0.142034912109375,0.228399658203125,0.29149169921875,0.1445068359375,0.078143310546875,0.0,0.09556884765625,0.15391845703125,0.218145751953125,0.25174560546875,0.1116943359375,0.092083740234375,0.07684326171875,0.0,terraces_102.jpg,terraces
6,0.32667391065140844,0.11564700704225352,0.09887351452464789,0.06873762103873239,0.1039488886443662,0.2028292803697183,0.08328977772887323,0.0,0.15303147007042253,0.11890680017605634,0.11921627420774648,0.12224911971830986,0.18994828345070422,0.24795059419014084,0.04869745818661972,0.0,0.19453537632042253,0.11663044674295775,0.10910678917253522,0.15180732834507044,0.24059886663732394,0.08445890184859155,0.1028622909330986,0.0,terraces_103.jpg,terraces
7,0.10310102720246898,0.4002724483078837,0.22102821153678648,0.11988629900107046,0.03950643256928179,0.008803164665110861,0.10740241671739771,0.0,0.0057545423520513825,0.25403520028330057,0.18240471329860936,0.13720751907828319,0.11394898210284972,0.20549380303853162,0.10115523984637419,0.0,0.012681412066642264,0.2345782786731139,0.18506398775029761,0.11495376613140063,0.11664871446189318,0.11838078887207638,0.21769305204457604,0.0,terraces_104.jpg,terraces
8,0.5745294943820225,0.10264279026217228,0.021640917602996256,0.03234316479400749,0.04646067415730337,0.12337546816479401,0.09900749063670412,0.0,0.15897237827715355,0.12782771535580525,0.11845973782771535,0.12404494382022471,0.14812265917602996,0.20455290262172285,0.11801966292134831,0.0,0.17584737827715355,0.11133895131086143,0.10382022471910113,0.11181179775280899,0.14058988764044944,0.2048923220973783,0.15169943820224718,0.0,terraces_11.jpg,terraces
9,0.72351882799644,0.21152282346312198,0.005687457179994493,0.001522311223803761,0.003443208667089264,0.006218905472636816,0.048086465996913755,0.0,0.10525077316122092,0.3961610864595939,0.18111341618804305,0.08832126369439802,0.07580501610352357,0.08043758043758044,0.07291086395564007,0.0,0.1937705295914251,0.38811412692009706,0.12185373006268528,0.06673357792760778,0.06597482343751,0.06670156297021969,0.09685164909045506,0.0,terraces_12.jpg,terraces
